"id","admin_report_id","query_parameter_name","variable_name","label","data_type","created_at","updated_at","deleted_at","created_by","updated_by","deleted_by","alignment"
"347","32","notStartedCount","notStartedCount","Not Started","number","2026-05-08 12:06:29.443626","2026-05-08 12:06:29.443626","","SYSTEM","SYSTEM","","right"
"348","32","notEnrolledCount","notEnrolledCount","Not Enrolled","number","2026-05-08 12:06:29.443626","2026-05-08 12:06:29.443626","","SYSTEM","SYSTEM","","right"
"349","32","enrolledPercent","enrolledPercent","Enrolled (%)","number","2026-05-08 12:06:29.443626","2026-05-08 12:06:29.443626","","SYSTEM","SYSTEM","","right"
"350","32","inProgressPercent","inProgressPercent","In Progress (%)","number","2026-05-08 12:06:29.443626","2026-05-08 12:06:29.443626","","SYSTEM","SYSTEM","","right"
"351","32","notStartedPercent","notStartedPercent","Not Started (%)","number","2026-05-08 12:06:29.443626","2026-05-08 12:06:29.443626","","SYSTEM","SYSTEM","","right"
"352","33","policyId","policyId","Policy ID","number","2026-05-08 12:06:45.937996","2026-05-08 12:06:45.937996","","SYSTEM","SYSTEM","","right"
"353","33","policyName","policyName","Policy Name","string","2026-05-08 12:06:45.937996","2026-05-08 12:06:45.937996","","SYSTEM","SYSTEM","","left"
"354","33","policyTypeKey","policyTypeKey","Policy Type","string","2026-05-08 12:06:45.937996","2026-05-08 12:06:45.937996","","SYSTEM","SYSTEM","","left"
"355","33","policyNumber","policyNumber","Policy Number","string","2026-05-08 12:06:45.937996","2026-05-08 12:06:45.937996","","SYSTEM","SYSTEM","","left"
"356","33","periodStart","periodStart","Period Start","string","2026-05-08 12:06:45.937996","2026-05-08 12:06:45.937996","","SYSTEM","SYSTEM","","left"
"357","33","periodEnd","periodEnd","Period End","string","2026-05-08 12:06:45.937996","2026-05-08 12:06:45.937996","","SYSTEM","SYSTEM","","left"
"358","33","netPremium","netPremium","Net Premium","number","2026-05-08 12:06:45.937996","2026-05-08 12:06:45.937996","","SYSTEM","SYSTEM","","right"
"359","33","totalLives","totalLives","Total Lives","number","2026-05-08 12:06:45.937996","2026-05-08 12:06:45.937996","","SYSTEM","SYSTEM","","right"
"428","40","totalEndorsements","totalEndorsements","Total Endorsements","number","2026-05-08 12:08:57.413819","2026-05-08 12:08:57.413819","","SYSTEM","SYSTEM","","right"
"429","40","netGrossPremium","netGrossPremium","Net Gross Premium","number","2026-05-08 12:08:57.413819","2026-05-08 12:08:57.413819","","SYSTEM","SYSTEM","","right"
"430","41","employeesAtInception","employeesAtInception","Employees at Inception","number","2026-05-08 12:08:57.415724","2026-05-08 12:08:57.415724","","SYSTEM","SYSTEM","","right"
"431","41","employeesInAddition","employeesInAddition","Employees in Addition","number","2026-05-08 12:08:57.415724","2026-05-08 12:08:57.415724","","SYSTEM","SYSTEM","","right"
"432","41","employeesInDeletion","employeesInDeletion","Employees in Deletion","number","2026-05-08 12:08:57.415724","2026-05-08 12:08:57.415724","","SYSTEM","SYSTEM","","right"
"433","41","activeEmployees","activeEmployees","Active Employees","number","2026-05-08 12:08:57.415724","2026-05-08 12:08:57.415724","","SYSTEM","SYSTEM","","right"
"434","41","livesAtInception","livesAtInception","Lives at Inception","number","2026-05-08 12:08:57.415724","2026-05-08 12:08:57.415724","","SYSTEM","SYSTEM","","right"
"435","41","livesInAddition","livesInAddition","Lives in Addition","number","2026-05-08 12:08:57.415724","2026-05-08 12:08:57.415724","","SYSTEM","SYSTEM","","right"
"436","41","livesInDeletion","livesInDeletion","Lives in Deletion","number","2026-05-08 12:08:57.415724","2026-05-08 12:08:57.415724","","SYSTEM","SYSTEM","","right"
"437","41","activeLives","activeLives","Active Lives","number","2026-05-08 12:08:57.415724","2026-05-08 12:08:57.415724","","SYSTEM","SYSTEM","","right"
"438","42","endorsementId","endorsementId","Endorsement ID","number","2026-05-08 12:09:18.263787","2026-05-08 12:09:18.263787","","SYSTEM","SYSTEM","","right"
"439","42","policyId","policyId","Policy ID","number","2026-05-08 12:09:18.263787","2026-05-08 12:09:18.263787","","SYSTEM","SYSTEM","","right"
"440","42","policyNumber","policyNumber","Policy Number","string","2026-05-08 12:09:18.263787","2026-05-08 12:09:18.263787","","SYSTEM","SYSTEM","","left"
"441","42","endorsementType","endorsementType","Endorsement Type","string","2026-05-08 12:09:18.263787","2026-05-08 12:09:18.263787","","SYSTEM","SYSTEM","","left"
"442","42","enrollmentStartDate","enrollmentStartDate","Enrollment Start","string","2026-05-08 12:09:18.263787","2026-05-08 12:09:18.263787","","SYSTEM","SYSTEM","","left"
"443","42","enrollmentEndDate","enrollmentEndDate","Enrollment End","string","2026-05-08 12:09:18.263787","2026-05-08 12:09:18.263787","","SYSTEM","SYSTEM","","left"
"444","42","createdAt","createdAt","Created At","string","2026-05-08 12:09:18.263787","2026-05-08 12:09:18.263787","","SYSTEM","SYSTEM","","left"
"445","42","osTicketNumber","osTicketNumber","OS Ticket Number","string","2026-05-08 12:09:18.263787","2026-05-08 12:09:18.263787","","SYSTEM","SYSTEM","","left"
"446","42","endorsementStatus","endorsementStatus","Endorsement Status","string","2026-05-08 12:09:18.263787","2026-05-08 12:09:18.263787","","SYSTEM","SYSTEM","","left"
"447","42","uploadCount","uploadCount","Upload Count","number","2026-05-08 12:09:18.263787","2026-05-08 12:09:18.263787","","SYSTEM","SYSTEM","","right"
"448","42","totalSuccessCount","totalSuccessCount","Total Success Count","number","2026-05-08 12:09:18.263787","2026-05-08 12:09:18.263787","","SYSTEM","SYSTEM","","right"
"449","42","totalErrorCount","totalErrorCount","Total Error Count","number","2026-05-08 12:09:18.263787","2026-05-08 12:09:18.263787","","SYSTEM","SYSTEM","","right"
"450","42","totalProcessCount","totalProcessCount","Total Process Count","number","2026-05-08 12:09:18.263787","2026-05-08 12:09:18.263787","","SYSTEM","SYSTEM","","right"
"451","43","componentKey","componentKey","Component Key","string","2026-05-08 12:09:33.433056","2026-05-08 12:09:33.433056","","SYSTEM","SYSTEM","","left"
"452","43","componentLabel","componentLabel","Component Label","string","2026-05-08 12:09:33.433056","2026-05-08 12:09:33.433056","","SYSTEM","SYSTEM","","left"
"453","43","amount","amount","Amount","number","2026-05-08 12:09:33.433056","2026-05-08 12:09:33.433056","","SYSTEM","SYSTEM","","right"
"454","44","totalDepositBalance","totalDepositBalance","Total Deposit Balance","number","2026-05-08 12:09:48.874743","2026-05-08 12:09:48.874743","","SYSTEM","SYSTEM","","right"
"455","44","activeCdAccountsCount","activeCdAccountsCount","Active CD Accounts Count","number","2026-05-08 12:09:48.874743","2026-05-08 12:09:48.874743","","SYSTEM","SYSTEM","","right"
"456","44","utilisedAmount","utilisedAmount","Utilised Amount","number","2026-05-08 12:09:48.874743","2026-05-08 12:09:48.874743","","SYSTEM","SYSTEM","","right"
"457","44","utilisedPercent","utilisedPercent","Utilised Percent","number","2026-05-08 12:09:48.874743","2026-05-08 12:09:48.874743","","SYSTEM","SYSTEM","","right"
"458","44","lastDepositDate","lastDepositDate","Last Deposit Date","string","2026-05-08 12:09:48.874743","2026-05-08 12:09:48.874743","","SYSTEM","SYSTEM","","left"
"459","44","lastDepositAmount","lastDepositAmount","Last Deposit Amount","number","2026-05-08 12:09:48.874743","2026-05-08 12:09:48.874743","","SYSTEM","SYSTEM","","right"
"460","44","lastDepositBank","lastDepositBank","Last Deposit Bank","string","2026-05-08 12:09:48.874743","2026-05-08 12:09:48.874743","","SYSTEM","SYSTEM","","left"
"461","44","balanceTrendData","balanceTrendData","Balance Trend Data","string","2026-05-08 12:09:48.874743","2026-05-08 12:09:48.874743","","SYSTEM","SYSTEM","","left"
"462","45","cdAccountId","cdAccountId","CD Account ID","number","2026-05-08 12:10:03.360642","2026-05-08 12:10:03.360642","","SYSTEM","SYSTEM","","right"
"463","45","cdAccountNumber","cdAccountNumber","CD Account Number","string","2026-05-08 12:10:03.360642","2026-05-08 12:10:03.360642","","SYSTEM","SYSTEM","","left"
"464","45","cdAccountName","cdAccountName","CD Account Name","string","2026-05-08 12:10:03.360642","2026-05-08 12:10:03.360642","","SYSTEM","SYSTEM","","left"
"465","45","policyNumber","policyNumber","Policy Number","string","2026-05-08 12:10:03.360642","2026-05-08 12:10:03.360642","","SYSTEM","SYSTEM","","left"
"466","45","policyId","policyId","Policy ID","number","2026-05-08 12:10:03.360642","2026-05-08 12:10:03.360642","","SYSTEM","SYSTEM","","right"
"467","45","depositBalance","depositBalance","Deposit Balance","number","2026-05-08 12:10:03.360642","2026-05-08 12:10:03.360642","","SYSTEM","SYSTEM","","right"
"468","45","utilisedAmount","utilisedAmount","Utilised Amount","number","2026-05-08 12:10:03.360642","2026-05-08 12:10:03.360642","","SYSTEM","SYSTEM","","right"
"469","45","utilisationPercent","utilisationPercent","Utilisation Percent","number","2026-05-08 12:10:03.360642","2026-05-08 12:10:03.360642","","SYSTEM","SYSTEM","","right"
"470","45","lastUpdated","lastUpdated","Last Updated","string","2026-05-08 12:10:03.360642","2026-05-08 12:10:03.360642","","SYSTEM","SYSTEM","","left"
"471","46","txnId","txnId","Transaction ID","number","2026-05-08 12:10:14.870678","2026-05-08 12:10:14.870678","","SYSTEM","SYSTEM","","right"
"472","46","txnDate","txnDate","Transaction Date","string","2026-05-08 12:10:14.870678","2026-05-08 12:10:14.870678","","SYSTEM","SYSTEM","","left"
"473","46","txnType","txnType","Transaction Type","string","2026-05-08 12:10:14.870678","2026-05-08 12:10:14.870678","","SYSTEM","SYSTEM","","left"
"474","46","amount","amount","Amount","number","2026-05-08 12:10:14.870678","2026-05-08 12:10:14.870678","","SYSTEM","SYSTEM","","right"
"475","46","policyNumber","policyNumber","Policy Number","string","2026-05-08 12:10:14.870678","2026-05-08 12:10:14.870678","","SYSTEM","SYSTEM","","left"
"476","46","bankName","bankName","Bank Name","string","2026-05-08 12:10:14.870678","2026-05-08 12:10:14.870678","","SYSTEM","SYSTEM","","left"
"477","46","referenceId","referenceId","Reference ID","string","2026-05-08 12:10:14.870678","2026-05-08 12:10:14.870678","","SYSTEM","SYSTEM","","left"
"478","46","runningBalance","runningBalance","Running Balance","string","2026-05-08 12:10:14.870678","2026-05-08 12:10:14.870678","","SYSTEM","SYSTEM","","left"
"479","46","endorsementNumber","endorsementNumber","Endorsement Number","string","2026-05-08 12:10:14.870678","2026-05-08 12:10:14.870678","","SYSTEM","SYSTEM","","left"
"480","46","endorsementType","endorsementType","Endorsement Type","string","2026-05-08 12:10:14.870678","2026-05-08 12:10:14.870678","","SYSTEM","SYSTEM","","left"
"481","46","transactionValueDate","transactionValueDate","Transaction Value Date","string","2026-05-08 12:10:14.870678","2026-05-08 12:10:14.870678","","SYSTEM","SYSTEM","","left"
"482","46","createdBy","createdBy","Created By","string","2026-05-08 12:10:14.870678","2026-05-08 12:10:14.870678","","SYSTEM","SYSTEM","","left"
"483","46","remarks","remarks","Remarks","string","2026-05-08 12:10:14.870678","2026-05-08 12:10:14.870678","","SYSTEM","SYSTEM","","left"
"484","46","ifscCode","ifscCode","IFSC Code","string","2026-05-08 12:10:14.870678","2026-05-08 12:10:14.870678","","SYSTEM","SYSTEM","","left"
"558","46","cdAccountNumber","cdAccountNumber","CD Account Number","string","2026-05-12 12:21:32.259252","2026-05-12 12:21:32.259252","","SYSTEM","SYSTEM","","left"
"485","47","totalCompanies","totalCompanies","Total Companies","number","2026-05-08 12:12:27.895499","2026-05-08 12:12:27.895499","","SYSTEM","SYSTEM","","right"
"486","47","totalPolicies","totalPolicies","Total Policies","number","2026-05-08 12:12:27.895499","2026-05-08 12:12:27.895499","","SYSTEM","SYSTEM","","right"
"487","47","activePolicies","activePolicies","Active Policies","number","2026-05-08 12:12:27.895499","2026-05-08 12:12:27.895499","","SYSTEM","SYSTEM","","right"
"488","47","inactivePolicies","inactivePolicies","Inactive Policies","number","2026-05-08 12:12:27.895499","2026-05-08 12:12:27.895499","","SYSTEM","SYSTEM","","right"
"489","47","totalLives","totalLives","Total Lives","number","2026-05-08 12:12:27.895499","2026-05-08 12:12:27.895499","","SYSTEM","SYSTEM","","right"
"490","47","totalPremium","totalPremium","Total Premium","number","2026-05-08 12:12:27.895499","2026-05-08 12:12:27.895499","","SYSTEM","SYSTEM","","right"
"491","48","companyId","companyId","Company ID","number","2026-05-08 12:12:43.528698","2026-05-08 12:12:43.528698","","SYSTEM","SYSTEM","","right"
"492","48","companyName","companyName","Company","string","2026-05-08 12:12:43.528698","2026-05-08 12:12:43.528698","","SYSTEM","SYSTEM","","left"
"493","48","industry","industry","Industry","string","2026-05-08 12:12:43.528698","2026-05-08 12:12:43.528698","","SYSTEM","SYSTEM","","left"
"494","48","city","city","City","string","2026-05-08 12:12:43.528698","2026-05-08 12:12:43.528698","","SYSTEM","SYSTEM","","left"
"495","48","state","state","State","string","2026-05-08 12:12:43.528698","2026-05-08 12:12:43.528698","","SYSTEM","SYSTEM","","left"
"496","48","employeeCount","employeeCount","Employees","number","2026-05-08 12:12:43.528698","2026-05-08 12:12:43.528698","","SYSTEM","SYSTEM","","right"
"497","48","rmName","rmName","RM","string","2026-05-08 12:12:43.528698","2026-05-08 12:12:43.528698","","SYSTEM","SYSTEM","","left"
"498","48","groupId","groupId","Group ID","number","2026-05-08 12:12:43.528698","2026-05-08 12:12:43.528698","","SYSTEM","SYSTEM","","right"
"499","48","groupName","groupName","Group","string","2026-05-08 12:12:43.528698","2026-05-08 12:12:43.528698","","SYSTEM","SYSTEM","","left"
"500","48","groupSector","groupSector","Sector","string","2026-05-08 12:12:43.528698","2026-05-08 12:12:43.528698","","SYSTEM","SYSTEM","","left"
"501","48","companyRole","companyRole","Role","string","2026-05-08 12:12:43.528698","2026-05-08 12:12:43.528698","","SYSTEM","SYSTEM","","left"
"502","48","policyCount","policyCount","Policies","number","2026-05-08 12:12:43.528698","2026-05-08 12:12:43.528698","","SYSTEM","SYSTEM","","right"
"503","48","activePolicyCount","activePolicyCount","Active Policies","number","2026-05-08 12:12:43.528698","2026-05-08 12:12:43.528698","","SYSTEM","SYSTEM","","right"
"504","48","inactivePolicyCount","inactivePolicyCount","Inactive Policies","number","2026-05-08 12:12:43.528698","2026-05-08 12:12:43.528698","","SYSTEM","SYSTEM","","right"
"505","49","policyId","policyId","Policy ID","number","2026-05-08 12:12:57.608283","2026-05-08 12:12:57.608283","","SYSTEM","SYSTEM","","right"
"506","49","companyId","companyId","Company ID","number","2026-05-08 12:12:57.608283","2026-05-08 12:12:57.608283","","SYSTEM","SYSTEM","","right"
"507","49","policyTypeCode","policyTypeCode","Type Code","string","2026-05-08 12:12:57.608283","2026-05-08 12:12:57.608283","","SYSTEM","SYSTEM","","left"
"508","49","policyTypeName","policyTypeName","Policy Type","string","2026-05-08 12:12:57.608283","2026-05-08 12:12:57.608283","","SYSTEM","SYSTEM","","left"
"509","49","insurerName","insurerName","Insurer","string","2026-05-08 12:12:57.608283","2026-05-08 12:12:57.608283","","SYSTEM","SYSTEM","","left"
"510","49","policyNumber","policyNumber","Policy No.","string","2026-05-08 12:12:57.608283","2026-05-08 12:12:57.608283","","SYSTEM","SYSTEM","","left"
"511","49","premiumAmount","premiumAmount","Premium","number","2026-05-08 12:12:57.608283","2026-05-08 12:12:57.608283","","SYSTEM","SYSTEM","","right"
"512","49","startDate","startDate","Start Date","string","2026-05-08 12:12:57.608283","2026-05-08 12:12:57.608283","","SYSTEM","SYSTEM","","left"
"513","49","endDate","endDate","End Date","string","2026-05-08 12:12:57.608283","2026-05-08 12:12:57.608283","","SYSTEM","SYSTEM","","left"
"514","49","policyStatus","policyStatus","Status","string","2026-05-08 12:12:57.608283","2026-05-08 12:12:57.608283","","SYSTEM","SYSTEM","","left"
"515","50","companyId","companyId","Company ID","number","2026-05-08 12:13:12.829517","2026-05-08 12:13:12.829517","","SYSTEM","SYSTEM","","right"
"516","50","companyName","companyName","Company","string","2026-05-08 12:13:12.829517","2026-05-08 12:13:12.829517","","SYSTEM","SYSTEM","","left"
"517","50","industry","industry","Industry","string","2026-05-08 12:13:12.829517","2026-05-08 12:13:12.829517","","SYSTEM","SYSTEM","","left"
"518","50","city","city","City","string","2026-05-08 12:13:12.829517","2026-05-08 12:13:12.829517","","SYSTEM","SYSTEM","","left"
"519","50","state","state","State","string","2026-05-08 12:13:12.829517","2026-05-08 12:13:12.829517","","SYSTEM","SYSTEM","","left"
"520","50","employeeCount","employeeCount","Employees","number","2026-05-08 12:13:12.829517","2026-05-08 12:13:12.829517","","SYSTEM","SYSTEM","","right"
"521","50","rmName","rmName","RM","string","2026-05-08 12:13:12.829517","2026-05-08 12:13:12.829517","","SYSTEM","SYSTEM","","left"
"522","50","groupId","groupId","Group ID","number","2026-05-08 12:13:12.829517","2026-05-08 12:13:12.829517","","SYSTEM","SYSTEM","","right"
"523","50","groupName","groupName","Group","string","2026-05-08 12:13:12.829517","2026-05-08 12:13:12.829517","","SYSTEM","SYSTEM","","left"
"524","50","groupSector","groupSector","Sector","string","2026-05-08 12:13:12.829517","2026-05-08 12:13:12.829517","","SYSTEM","SYSTEM","","left"
"525","50","companyRole","companyRole","Role","string","2026-05-08 12:13:12.829517","2026-05-08 12:13:12.829517","","SYSTEM","SYSTEM","","left"
"526","50","policyCount","policyCount","Policies","number","2026-05-08 12:13:12.829517","2026-05-08 12:13:12.829517","","SYSTEM","SYSTEM","","right"
"527","50","activePolicyCount","activePolicyCount","Active Policies","number","2026-05-08 12:13:12.829517","2026-05-08 12:13:12.829517","","SYSTEM","SYSTEM","","right"
"528","50","inactivePolicyCount","inactivePolicyCount","Inactive Policies","number","2026-05-08 12:13:12.829517","2026-05-08 12:13:12.829517","","SYSTEM","SYSTEM","","right"
"529","51","companyId","companyId","Company ID","number","2026-05-08 12:13:33.885964","2026-05-08 12:13:33.885964","","SYSTEM","SYSTEM","","right"
"530","51","companyName","companyName","Company","string","2026-05-08 12:13:33.885964","2026-05-08 12:13:33.885964","","SYSTEM","SYSTEM","","left"
"531","51","industry","industry","Industry","string","2026-05-08 12:13:33.885964","2026-05-08 12:13:33.885964","","SYSTEM","SYSTEM","","left"
"532","51","city","city","City","string","2026-05-08 12:13:33.885964","2026-05-08 12:13:33.885964","","SYSTEM","SYSTEM","","left"
"533","51","state","state","State","string","2026-05-08 12:13:33.885964","2026-05-08 12:13:33.885964","","SYSTEM","SYSTEM","","left"
"534","51","employeeCount","employeeCount","Employees","number","2026-05-08 12:13:33.885964","2026-05-08 12:13:33.885964","","SYSTEM","SYSTEM","","right"
"535","51","rmName","rmName","RM","string","2026-05-08 12:13:33.885964","2026-05-08 12:13:33.885964","","SYSTEM","SYSTEM","","left"
"536","51","groupId","groupId","Group ID","number","2026-05-08 12:13:33.885964","2026-05-08 12:13:33.885964","","SYSTEM","SYSTEM","","right"
"537","51","groupName","groupName","Group","string","2026-05-08 12:13:33.885964","2026-05-08 12:13:33.885964","","SYSTEM","SYSTEM","","left"
"538","51","groupSector","groupSector","Sector","string","2026-05-08 12:13:33.885964","2026-05-08 12:13:33.885964","","SYSTEM","SYSTEM","","left"
"539","51","companyRole","companyRole","Role","string","2026-05-08 12:13:33.885964","2026-05-08 12:13:33.885964","","SYSTEM","SYSTEM","","left"
"540","51","policyCount","policyCount","Policies","number","2026-05-08 12:13:33.885964","2026-05-08 12:13:33.885964","","SYSTEM","SYSTEM","","right"
"541","51","activePolicyCount","activePolicyCount","Active Policies","number","2026-05-08 12:13:33.885964","2026-05-08 12:13:33.885964","","SYSTEM","SYSTEM","","right"
"542","51","inactivePolicyCount","inactivePolicyCount","Inactive Policies","number","2026-05-08 12:13:33.885964","2026-05-08 12:13:33.885964","","SYSTEM","SYSTEM","","right"
"543","52","policyId","policyId","Policy ID","number","2026-05-08 12:14:00.640021","2026-05-08 12:14:00.640021","","SYSTEM","SYSTEM","","right"
"544","52","companyId","companyId","Company ID","number","2026-05-08 12:14:00.640021","2026-05-08 12:14:00.640021","","SYSTEM","SYSTEM","","right"
"545","52","policyTypeCode","policyTypeCode","Type Code","string","2026-05-08 12:14:00.640021","2026-05-08 12:14:00.640021","","SYSTEM","SYSTEM","","left"
"546","52","policyTypeName","policyTypeName","Policy Type","string","2026-05-08 12:14:00.640021","2026-05-08 12:14:00.640021","","SYSTEM","SYSTEM","","left"
"547","52","insurerName","insurerName","Insurer","string","2026-05-08 12:14:00.640021","2026-05-08 12:14:00.640021","","SYSTEM","SYSTEM","","left"
"548","52","policyNumber","policyNumber","Policy No.","string","2026-05-08 12:14:00.640021","2026-05-08 12:14:00.640021","","SYSTEM","SYSTEM","","left"
"549","52","premiumAmount","premiumAmount","Premium","number","2026-05-08 12:14:00.640021","2026-05-08 12:14:00.640021","","SYSTEM","SYSTEM","","right"
"550","52","startDate","startDate","Start Date","string","2026-05-08 12:14:00.640021","2026-05-08 12:14:00.640021","","SYSTEM","SYSTEM","","left"
"551","52","endDate","endDate","End Date","string","2026-05-08 12:14:00.640021","2026-05-08 12:14:00.640021","","SYSTEM","SYSTEM","","left"
"552","52","policyStatus","policyStatus","Status","string","2026-05-08 12:14:00.640021","2026-05-08 12:14:00.640021","","SYSTEM","SYSTEM","","left"
"557","52","tpaName","tpaName","TPA","string","2026-05-11 14:59:19.630154","2026-05-11 14:59:19.630154","","SYSTEM","SYSTEM","","left"
"559","53","employeeId","employeeId","Employee ID","number","2026-05-12 12:21:56.188796","2026-05-12 12:21:56.188796","","SYSTEM","SYSTEM","","right"
"560","53","companyEmployeeId","companyEmployeeId","Company Employee ID","string","2026-05-12 12:21:56.188796","2026-05-12 12:21:56.188796","","SYSTEM","SYSTEM","","left"
"561","53","employeeName","employeeName","Employee Name","string","2026-05-12 12:21:56.188796","2026-05-12 12:21:56.188796","","SYSTEM","SYSTEM","","left"
"562","53","fullName","fullName","Full Name","string","2026-05-12 12:21:56.188796","2026-05-12 12:21:56.188796","","SYSTEM","SYSTEM","","left"
"563","53","email","email","Email","string","2026-05-12 12:21:56.188796","2026-05-12 12:21:56.188796","","SYSTEM","SYSTEM","","left"
"564","53","gender","gender","Gender","string","2026-05-12 12:21:56.188796","2026-05-12 12:21:56.188796","","SYSTEM","SYSTEM","","left"
"565","53","dateOfBirth","dateOfBirth","Date Of Birth","date","2026-05-12 12:21:56.188796","2026-05-12 12:21:56.188796","","SYSTEM","SYSTEM","","left"
"566","53","mobile","mobile","Mobile","string","2026-05-12 12:21:56.188796","2026-05-12 12:21:56.188796","","SYSTEM","SYSTEM","","left"
"567","53","enrollStatus","enrollStatus","Enroll Status","string","2026-05-12 12:21:56.188796","2026-05-12 12:21:56.188796","","SYSTEM","SYSTEM","","left"
"568","53","sumInsured","sumInsured","Sum Insured","number","2026-05-12 12:21:56.188796","2026-05-12 12:21:56.188796","","SYSTEM","SYSTEM","","right"
"569","53","dependentsCount","dependentsCount","Dependents Count","number","2026-05-12 12:21:56.188796","2026-05-12 12:21:56.188796","","SYSTEM","SYSTEM","","right"
"570","53","ecardKey","ecardKey","E-Card Key","string","2026-05-12 12:21:56.188796","2026-05-12 12:21:56.188796","","SYSTEM","SYSTEM","","left"
"571","53","lastLoginAt","lastLoginAt","Last Login At","date","2026-05-12 12:21:56.188796","2026-05-12 12:21:56.188796","","SYSTEM","SYSTEM","","left"
"572","54","id","id","ID","number","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","right"
"573","54","name","name","Policy Name","string","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","left"
"574","55","id","id","ID","number","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","right"
"576","56","hr_management_id","hrManagementId","HR Management ID","number","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","right"
"577","56","user_id","userId","User ID","number","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","right"
"578","56","full_name","fullName","Full Name","string","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","left"
"579","56","email","email","Email","string","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","left"
"580","56","role_key","roleKey","Role Key","string","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","left"
"581","56","company_name","companyName","Company Name","string","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","left"
"582","56","company_id","companyId","Company ID","number","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","right"
"583","56","policy_count","policyCount","Policy Count","number","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","right"
"584","56","created_at","createdAt","Created At","string","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","left"
"585","57","hr_management_id","hrManagementId","HR Management ID","number","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","right"
"586","57","user_id","userId","User ID","number","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","right"
"587","57","full_name","fullName","Full Name","string","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","left"
"588","57","email","email","Email","string","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","left"
"589","57","role_key","roleKey","Role Key","string","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","left"
"590","57","company_id","companyId","Company ID","number","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","right"
"591","57","company_name","companyName","Company Name","string","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","left"
"592","57","policies","policies","Policies","string","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","left"
"593","57","locations","locations","Locations","string","2026-05-13 12:11:21.843585","2026-05-13 12:11:21.843585","","SYSTEM","SYSTEM","","left"
"596","57","phone_number","phoneNumber","Phone","string","2026-05-13 13:10:24.210286","2026-05-13 13:10:24.210286","","SYSTEM","SYSTEM","","left"
"597","57","date_of_birth","dateOfBirth","Date of Birth","string","2026-05-13 13:10:24.210286","2026-05-13 13:10:24.210286","","SYSTEM","SYSTEM","","left"
"74","22","cdAccountNumber","cdAccountNumber","CD Account Number","string","2026-05-14 15:57:22.73709","2026-05-14 15:57:22.73709","","SYSTEM","SYSTEM","","left"
"75","17","id","id","ID","number","2026-05-22 08:16:27.944702","2026-05-22 08:16:27.944702","","SYSTEM","SYSTEM","","right"
"76","17","ticketId","ticketId","Ticket ID","string","2026-05-22 08:16:27.944702","2026-05-22 08:16:27.944702","","SYSTEM","SYSTEM","","left"
"77","17","employeeId","employeeId","Employee ID","number","2026-05-22 08:16:27.944702","2026-05-22 08:16:27.944702","","SYSTEM","SYSTEM","","right"
"78","17","employeeName","employeeName","Employee Name","string","2026-05-22 08:16:27.944702","2026-05-22 08:16:27.944702","","SYSTEM","SYSTEM","","left"
"79","17","employeeEmail","employeeEmail","Employee Email","string","2026-05-22 08:16:27.944702","2026-05-22 08:16:27.944702","","SYSTEM","SYSTEM","","left"
"80","17","designation","designation","Department","string","2026-05-22 08:16:27.944702","2026-05-22 08:16:27.944702","","SYSTEM","SYSTEM","","left"
"81","17","category","category","Category","string","2026-05-22 08:16:27.944702","2026-05-22 08:16:27.944702","","SYSTEM","SYSTEM","","left"
"82","17","status","status","Status","string","2026-05-22 08:16:27.944702","2026-05-22 08:16:27.944702","","SYSTEM","SYSTEM","","left"
"83","17","priority","priority","Priority","string","2026-05-22 08:16:27.944702","2026-05-22 08:16:27.944702","","SYSTEM","SYSTEM","","left"
